Erasing 6	1129
Erasing 7	1130
Erasing 8	1131
Erasing 9	1132
Erasing 10	1133
Erasing 1 L	2001
Erasing 2 L	2002
Erasing 3 L	2003
Erasing 4 L	2004
Erasing 5 L	2005
Erasing 6 L	2006
Erasing 7 L	2007
Erasing 8 L	2008
Erasing 9 L	2009
Erasing 10 L	2010
Erasing L	2011
Horse of Muhammad	6252
Catcher	6255
Tas	6257
Arab Snow / Storm II(white boarder), 2001	543
Death Candy	6260
Clouds	6261
To the Attic	6262
מודל משאית תיבת נגינה	1551
The key of the heart	1552
Orla plaster	1556
Neon Oven  turn	558
Neon Oven love	559
Neon Oven west	560
Neon Oven moon	1562
Preparation Sketch for “The Olive Grove” 5	1563
Man from the cave	1565
Marble Shawarma, model	1572
Traces of Knife Game	1580
Golan height love rehearsal S	1581
Golan Height Love Rehearsal L	1582
Untitled - Volcano or torso?	1583
Door Carpet	6268
Angel Laundry	1594
Hands	1595
Massima	3001
Rock a Bye Baby	3002
Imree Sapri	3013
Abba And Tufik	3014
My Lover	3015
Freeze-Frame # 1	3020
Freeze-Frame # 2	3021
Freeze-Frame # 3	3022
Freeze-Frame # 4	3023
Freeze-Frame # 5	3024
Two One	3032
waterlily	3055
Edge	3049
Knafeh	3056
Salt-Crystal Bridal Gown I	3059
Salt-Crystal Bridal Gown II	3060
Salt-Crystal Bridal Gown III	3061
Salt-Crystal Bridal Gown IV	3062
Salt-Crystal Bridal Gown v	3063
Salt-Crystal Bridal Gown VI	3064
Salt-Crystal Bridal Gown VII	3065
Salt-Crystal Bridal Gown VIII	3066
Salt-Crystal Bridal Gown	3067
Salt-Crystal Bridal Gown 1	3068
Salt-Crystal Bridal Gown 2	3069
Salt-Crystal Bridal Gown 3	3070
Salt-Crystal Bridal Gown 4	3071
Salt-Crystal Bridal Gown 5	3072
Salt-Crystal Bridal Gown 6	3073
Salt-Crystal Bridal Gown 7	3074
Salt-Crystal Bridal Gown 8	3075
Salt-Crystal Bride	3077
סירים ושושנים	3081
לחם וסירים	3082
לשונות שהיו כפכפים עתיקים	3083
אורלה גרסה מוקדמת L	3085
Orla London	3086
Orla, Plaster	3087
medusa 1	3090
medusa 3	3092
Preparatory 1	3093
Preparatory 2	3094
Preparatory 5	3097
Woman Giving Birth to Herself - small bronz	3102
Tiny Orla	3103
Embroidered Eyeblind	3104
Orla in the Rye	3107
Painted Reem Head	3109
Zman Tafsan	3110
Three Man Hula	3111
Tongue	3112
Cheek	3113
Time after Time	3115
Female Camel Matryoshka	3117
Daughter Slaughter (Sabres-Clonex)	3124
Rite of Passage	3125
Umbilical cord	3126
Midnight Sun	3127
Full Moon	3130
barbapapa	3136
I Wanted Better for her – Not Worse	3137
Restive I	3138
Hava Nagila (Study for Cafe Jihad)	3140
Dancing Queen (Study for Cafe Jihad)	3142
Hammer Inside Hammer	3143
Beheaded and Orange Mirror/Shield	3144
Beheaded and Crimson Mirror/Shield	3145
Beheaded and Black Mirror/Shield	3146
הממלחה	3147
Reem Head	3349
orla Photo	3150
Headstand	3152
Assla marble	3153
Dead Swan (dunner-kebab music box)	3154
Vomitus Narcisus	3155
Woman Giving Birth to Herself L	3157
My Father [Child] Feeding Tufik	3158
Prickly Pair Lady	3159
Siren [claws]	3160
La! La! Kakdillah!	3161
Knafeh Etching	3169
Savta Batya	3173
Salt Bride Engraving V	3177
Salt Bride Engraving VI	3178
Salt Bride Engraving VII	3179
Gdansk Holes	3181
Sunrise on the Getty	3182
Stone skipping	3183
Salt Covenants - Thirteen Etchings	3184
Jafar - Knafeh Etching	3189
D’egage’	3197
Salt crystal bride - print on stainless steel	3198
Salt crystal bride full series - silk screen	3199
Breath-hold	3210
Eyes	3211
Eight watermelons and a Floating girl	3215
Hammer Inside Hammer (small)	3216
SAL	3219
D'egage' stainless steel	3220
Havanagila	3221
Tutu	3227
Swan	3228
Tutu S	3229
Swan S	3230
Honey Stone I (Bridge)	3231
Untouched Horizon	3232
Echo	3233
Twentutu s	3235
Ventura print	3236
Madrigal	3237
Salame'	1
Under the Dead Sea	2
Day Done	3
3 Man Hula	4
Phoenician Sand Dance	5
Woman Giving Birth to Herself	134
Dancing for Maya	94
Arab Snow	6
Working Title WM I+II	11
Working Title WM III+IV	12
Salted Lake	70
Azkelon	71
Mermaids (Erasing the Border of Azkelon)	72
Laces	93
Window	107
Salt Bridge Summit	73
Eye Drum	200
Four Entered the Grove	112
A Tree Standing	113
Masik	114
Standing on a Watermelon I	13
Standing on a Watermelon II	14
Standing on a Watermelon III	15
Standing on a Watermelon IV	16
Dancing for Maya II	18
Dancing for Maya III	19
Frame from Eilat st’	20
Frame from Salame’-Full Ed.	21
Salame’ #13	199
Watermark 2	22
Watermark 23	63
Watermark 24	64
Watermark 25	131
Watermark 26	132
Key Holder [Dead Dog's Nails]	25
Picking WM#1	27
Picking WM#2	29
Picking WM#3	31
Picking WM#4	33
Wine WM#5	35
Gdansk#1	83
Gdansk#2	84
Gdansk#3	85
Gdansk#4	86
Gdansk#6	88
Gdansk#7	89
Gdansk#8	90
Gdansk#9	91
Gdansk-full story	92
Oil Soil /PYF	115
Oil /PYF	116
Whips /PYF	117
Weeping /PYF	118
The Singer in Gardens /PYF	119
Sons of the Sun /PYF	120
Saladin (Masik Maskanot) /PYF	121
Flogging /PYF	122
All Storm /PYF	123
Gdansk#5	87
King of the Shepherds and the Concealed Part	74
O my friends, there are no friends	75
Water Ladder II’ (Nadav)	77
Water Ladder III’ (Arad)	78
Sisyphus and Jacob at the Well	41
Shelter	95
Resident Alien I	106
Foundry	43
News delivery round	108
Four Mothers	44
Mother Mary had a little lamb	45
Flower Kebab	48
Crematorium door and Wall	50
Eat as Much as you Can’t 1	51
Eat as Much as you Can’t 3	53
Bauchaus	57
Orla	58
Detachment	82
Shelter - First Model	142
Shelter model	125
Ectopic Pregnancy	127
One Man’s floor is another Man’s Feelings 1	65
One Man’s floor is another Man’s Feelings 2	66
One Man’s floor is another Man’s Feelings 3	67
One Man’s Floor is Another Man’s Feelings [Green]	68
One Man’s floor is another Man’s Feelings 5	69
תיבת נגינה )דונה בלרינה(	549
Simone	551
Pregnant Simone	552
Jipthch's Daughter	554
People and Hollow Rock	555
Arab Snow / Arik, 2001	535
Arab Snow / him(white boarder), 2001	536
Arab Snow / Man, 2001	537
Arab Snow / Man(white boarder), 2001	538
Arab Snow / Pie II, 2001	539
Arab Snow / Pie II(white boarder), 2001	540
Arab Snow / Rock, 2001	541
Arab Snow / Storm II, 2001	542
I Lust	548
Benji	4245
Floora	4248
Caught	4249
Thoughts	4250
Whim	4251
Will	4252
Untitled (1)	4257
Untitled (2)	4258
Untitled (4)	4260
Untitled (5)	4261
Untitled (7)	4263
Untitled (8)	4264
Untitled (11)	4267
Untitled (13)	4269
Untitled (14)	4270
Untitled (15)	4271
Shila Print	4274
Malahi	4279
Kikar Melach	4280
Red Roots	4281
pirouette_	4283
Catcher Print	4284
Reem Bronze	4286
Reem L	4287
Ceramic Mask #1	4289
Brain Beggar Mask	4297
Seeking Human Kindness Mask	4298
Corona mask #1	4301
Corona mask #2	4302
Black Lion Mask	4303
Bead curtain with Salt Crown	4304
Ceramic shards	4305
Chain swings	4306
Squirting Cucumber #5	4311
Chain Leaves	4312
Suceava	4313
Hambleden Church	4314
Galicia	4315
Eardrum	4318
The Sacrifice of Isaac	4319
Fox in the Snow	4320
Cacica	4321
Sea of Love	4322
Vatra Dornei	4323
Remember that Air	4327
Akeda	4328
Casa La Tara	4330
Staying	4331
Land Escape	4332
Chagall Ein Karem Window of Levi	4335
Forgotten Blue Eyed Girl	4337
Wind Mill from the Netherlands	4340
Flamingoes Salt Cave	4341
Woman's Own	4342
A Path in the Know	4344
Nostalgic Color Ponder	4345
One Day Never	4346
Kenwood	4347
Impossibly possible	4348
Lost that Bird Too	4349
Silent Nights	4350
Trumpet	4356
Crown 4	4364
Crown 6	4365
Bottle 1	4366
Bottle 3	4369
Tuba	4370
Bottle 4	4371
Flute 1	4377
Flute,	4379
Shoes	4381
Crutches	4384
Sledge	4387
Selfless	4391
Jephthah׳s Daughter	4392
To Too	4393
Can Do	4399
The Country photo 1	4401
The Country photo 2	4402
The Country photo 3	4403
2 parts	4404
red 2	4406
Dimdumim	4408
Blood Moon	4409
red 6	4410
Mandela	4412
Mattress Mess	4413
spiral 6	4414
spiral 7	4415
spiral 8	4416
Untitled 18	4417
Crowning Scene	4419
From Here to There	4420
Across the Divide (study #1)	4421
Hashemite	4422
Across the Divide (study #2)	4424
I Am Pretty	4425
Behind 2	4426
Cry If I Want To	4427
Revelations	4428
Merrily	4429
Blue Back	4430
figure 1	4431
Hallushes	4433
Lonesome with Snake	4434
Lonesome with Child	4435
Pot Girl	4436
Closeup	4437
Mandelbaum	4438
Hallucination	4442
Touchy Freely	4444
Garlic Tree	4445
Untitled 10	4446
Call Her Green	4447
In the Beginning	4448
Baby in Chains	4449
Nonsensical	4450
That’s the Way I Like It	4451
Slumber Party	4452
Brain Dump	4453
It is Upside Down	4454
Restless Discharge	4457
Water Melons	4459
Three is a Crowd	4460
A Hymn to Green 10	4462
Ripeness is All	4463
Glossolalia	4465
A Hymn to Green 15	4467
References	4468
Secret Vocabulary	4469
A Hymn to Green 2	4471
A Hymn to Green 3	4473
The Golden Chain Gang	4474
A Hymn to Green 5	4475
A Hymn to Green 6	4476
A Hymn to Green 7	4477
A Hymn to Green 9	4479
2PM to 4PM	4480
A Split Night I	4481
A Split Night II	4482
A Split Night III	4483
Actor's Dream	4484
An Actor's Dream	4485
clown	4486
Pieta'	4487
Scherzo	4488
The Attendant that Didn't Applaud	4489
Babylon's Tower Bellboy	4490
The Proofreader's Spectacles	4491
Transparent eyes	4492
A Literary Critic's Confession 1	4493
A Literary Critic's Confession 2	4494
The Speechwriter	4495
Untitled 7	4498
Untitled 8	4499
Yossi Yossi	4500
Bitter-trails	4501
Maroko	4502
Maroko s	4503
Portrait - by Photographer Rami Zarnegar	4508
Waterfalls II	4510
In Your Eyes	4511
street vine	4515
Metal Cage with wire	4516
The Country Birde	4517
The Country Figure	4519
Candlestick	4520
untitled 23	4521
cafe Jihad	4522
untitled 26	4529
Roof Mine Violet	4535
Roof Mine 1	4536
Roof Mine 2	4537
Orla Doco	4546
Oral Doco 1	4547
Harbit doco	4548
Harbit doco 2	4549
Harbit doco 1	4550
The Country photo 4	4551
Senada	4552
D.J Jew	4553
Orla Doco 3	4555
Stretcher Photo	4558
Nooses Print	4559
Island in the sun print 1	4561
Island in the sun print 2	4562
Island in the sun print 3	4563
Island in the sun print 4	4564
Or Koli Large	4565
34	4568
39	4573
43	4577
50	4584
51	4585
54	4588
55	4589
57	4591
67	4601
28	4607
24	4610
1	4611
Placebo	4615
14	4616
2	4617
4	4619
5	4620
6	4621
10	4625
72	4640
78	4646
81	4648
82	4649
83	4650
Drip Irrigation [Crying Alcoholic]	4653
92	4655
94	4656
Endless Solution III [Order in the Grave]	4657
Endless Solution [preparatory] III	4658
91	4659
Foreign Worker [South T.A.]	4660
98	4662
Endless Solution [preparatory] II	4664
Endless Solution [preparatory] I	4665
Endless Solution [preparatory]	4666
Anti-Aunty	4667
90	4668
Sugar print	4673
111	4674
112	4675
88	4679
108	4680
Salt crystal bride #2 -silk screen indiegogot	4681
Salt crystal bride #8 -silk screen indiegogot	4684
Boaz and Jachin	4688
Knafeh Etching 1	4692
Knafeh Etching 2	4693
Honey boats	4694
Golden 2	4698
Golden 5	4702
figure 8	4705
Honey Stone I (Bridge) .	4706
322	4708
319	4709
324	4710
321	4711
330	4712
326	4713
327	4714
333	4715
334	4716
342	4717
Tongue painting	4718
Oral doco 5	4719
Tongue painting 1	4720
Tongue painting 2	4721
Tongue painting 3	4722
370	4723
371	4724
Resident alien photo	4725
Volcano red dot	4727
Sabres	4728
Harel 1	4743
Harel 2	4744
Harel 3	4745
Harel 5	4747
Harel 9	4749
Our Lady That Brings Down the Wall	4751
Harel 12	4752
Harel 13	4753
Silence is Gold	4756
Too Bitter to be Saved	4757
Vital 2	4759
Disembarked Self	4760
Impossibly Brave	4761
Cursed	4762
Puked my Heart Out for You	4763
Surely Not the Way	4764
Slouching Daughters	4765
Exta	4767
For Nevet Dolev	4768
Going Away	4770
Keep Me Safe	4772
Things that don’t Happen	4773
Once I Was Alive?	4774
Selective Recycling	4775
Helena Kilimanjaro	4776
Death on Paper	4777
No Winning	4778
Female Camel Matryoshka small	4790
Big Boots	4791
Trumprint	4795
Fungus Berlin Interiors	4801
Kindness	4803
Rain Pillow	4811
In the Port of Amsterdam	4813
Silver Index Dagger	4816
Hull	4830
Reclaimed	4832
White Wanting	4833
Kite	4838
Tempest	4841
Skipper	4842
1019	4845
Pray Dead	4846
Oedipus	4851
Ayooni	4852
The Gazer	4853
Torah Suspended	4859
Anabelle	4860
Bapshishary	4871
Promised Tears	4872
Love Surplus	4878
Here in the Twilight	4880
The Dying swan	4881
Elimination	4884
All In	4885
Jaffa Oranges	4886
Oh, Barcelona Barcelona	4887
Sail with Me	4888
Omnipresent	4889
Twentutu	4891
Notwithstanding	4893
Lamentio	6000
1069	4895
Hava Nagila - plastic	4900
Single Prayer Sandal	4901
Tlalim (Dew)	4903
David [Bridge I]	4905
פרח 5010 a	4910
פרח 5010 b	4911
פרח 5010 c	4912
פרח 6020 b	4914
Vernacular	4915
קונצרטינה 50 a	4916
קונצרטינה 50 b	4917
קונצרטינה 50 c	4918
Black Hole	4920
Deep Sea Snow Ball	4921
פרח 405 a	4922
פרח 405 b	4923
Bell Flower	4924
Clouds from Both Sides	4927
כיפה 90 מבולגנת	4931
סושי 5030	4933
סושי 6030	4934
סושי 8030	4935
סושי 5040	4937
סושי 6040	4938
סושי 7040	4939
כדור 60	4940
קונצרטינה 70 פתוחה	4941
Netka	4942
Don’t Touch That	4943
Stretcher de Trois	4944
Chains of Love	4951
Embrace	4952
Hafrashat Challah	4953
After the Flood	4961
רשת דייג קטנה 1	4966
Lip To Lip	4968
Batya Soaked	4969
Thank God	4970
Beach Bleached	4971
Tiamat	4973
Module	4974
Avid	4977
Kadosh	4978
Hours and Ours	4979
A loaf of Salt	4982
Couture	4984
Doll Bride	4985
Caught in a Dream	4986
Sea Swan	4987
Night Swimming	4988
Salvage	4962
I Do Remember	4967
Big Float Model	4991
Across the Divide [Bridge III]	4994
The Burning Sea [Bridge II]	4995
Life Time	4996
Ceramic Watermelon lamp - A_Gloss	4997
Ceramic Watermelon lamps - A_Green	4998
Ceramic Watermelon lamps - A_White	4999
Ceramic Watermelon lamps - A_Black	5000
Ceramic Watermelon lamps - B_White	5001
Ceramic Watermelon lamps - B_Black	5002
Ceramic Watermelon lamps - B_Green	5003
Ceramic Watermelon lamps - B_Green s	5004
Ceramic Watermelon lamps -A_Green_Black	5005
Ceramic Watermelon lamps -B_Green_Black	5006
Bethnal Green	5007
Cutty Sark	5008
Blooming Bell	5009
Untitled (Study)	5010
Across the Divide 1	5011
Across the Divide 2	5012
Across the Divide 4	5014
Across the Divide 5	5015
Across the Divide 6	5016
Across the Divide 7	5017
Across the Divide 8	5018
Across the Divide 9	5019
Across the Divide 10	5020
Across the Divide 13	5023
Across the Divide 14	5024
Across the Divide 15	5025
Across the Divide 16	5026
Across the Divide 17	5027
Across the Divide 18	5028
Odette	5029
Odile	5030
Something you Said	5035
Ever Spinning	5036
Inside my Leaves	5037
Nekev Nekeva	5038
Shuvi	5039
Pour Trait	5040
Lust Night	5041
La Isla Bonita	5042
Who Screams Louder	5043
Gray Dot	5044
The Gang Bandits	5045
The Drawing by the Patient who Refused to Talk	5046
Study for Squirting Cucumbers	5047
Study for Squirting Cucumbers 1	5049
Study for Ishmael, Isaac and She-Camel 1	5050
Study for Brothers Nursed by She-Camel.2	5051
Study for Ishmael, Isaac and She-Camel	5052
Study for Brothers Nursed by She-Camel 4	5053
Play Date	5055
Study for a Woden Floating Bridge	5056
Words of Rags	5057
Rundown	5058
The Demolition of South Tel Aviv	5059
Curly Lake	5061
Mother and Daughter	5062
Cows	5063
Coping	5064
Clarity Claws	5065
Mercy, Mercy	5066
Sweet Hearts	5067
Bridge Nowhere	5068
Study for Large Graffiti Fountain	5069
Study for Bauchaus	5070
The Fuzz	5072
Codependents	5073
Helplessly Happy	5074
Suzanna	5075
Study for Crane Bridge	5076
Remembering Feelings	5077
Medusa’s Face Inside the Dead Sea	5078
Study for Medusa Site in the Dead Sea	5079
Study for Medusa Site in the Dead Sea I	5080
Who Do You Miss?	5081
Friendship	5082
What’s Wrong?	5083
Yotam	5084
Olive Branch	5085
Red and Black	5086
All Over the Place	5087
Untitled (Fighting Back)	5088
Sweet Chariot	5089
Menopause	5090
Touchy Feely	5091
Beautiful Mind	5092
From Bauchaus	5032
Fears of Joy	6271
Whirlpool	6275
Black, Red and Green (Flag)	6279
Green, Black and Red (Flag)	6280
Red, Green and Black (Flag)	6281
Escape Routes	6282
There for Good	6283
Capipop Supersized	6284
Flag (round)	6285
Ishmael, Isaac and She-Camel	6286
Revelation	6287
October 2023	6288
Cold Blood	6291
Bone	6293
Degametti Model	6294
anxiety paralysis	6295
Study for "She Camel"	6301
Study for Issac Ishmael and the She Camel	6302
Choices	6305
Cataclysm	6307
Grace	6309
Lucy	6310
Mazal	6311
Farida	6312
Red Earth	6313
Liquid Sky	6314
Queen of the Jews	6316
Sling 1	6317
Gone Dancing	6318
1260	6320
Sling 2	6321
Sling 3	6322
Birds nest 2	6324
mask	6325
The Body Left Behind	6327
1268	6328
1269	6329
1270	6330
1271	6331
Odette S	6339
Odile S	6340
כ"ג שבט תשפ"ה	6342
Degametti	6344
Untitled (Klesów)	6346
Song of the Siren	6347
Refreshments	6348
Avshalom	6349
Ordnung Muss Sein	6350
Couple Counselling	6351
Changes	6352
We All Lost	6353
Show Me Away	6354
Baby Steps	6355
Lines Across Mines	6356
Crossing the Lines	6357
Adam (after Rodin)	6358
Dancer (after Degas)	6359
Tree of Life	6361
I Love Her	6362
Mummy Me	6363
Ooooooh	6364
Aviva	6365
Blond on Blond	6366
Falling from Grace	6367
Where is My Mind	6368
Cold Turkey	6369
Follow the Flow	6370
Goshen	6371
Slip Sliding Away	6372
Heal Me Medusa	6373
Unfinished Dream	6374 
Play with Me	6375
So You	6376
Force Major	6377
Stop Please	6378
The Treaty	6379
Intimate Enemy	6380
Above and Below	6381
Big Yes	6382
Black Forest	6383
Current Imagination	6384
Fire in the Fields	6385
Fire in the Forest	6386
Given Name	6387
Green Spring	6388
Home Coming	6389
Inside the Bell Tower	6390
Key Words	6391
Module #1	6392
Module #2	6393
Module #3	6394
Monument Valley	6395
My Singing Bird	6396
Portrait a	6397
Puddle	6398
Ramot Hashavim	6399
Rattle and Hang	6400
Red Dawn	6401
Sand Storm	6402
Reptiles	6403
Rosy Cheeks	6404
Silver Heart	6405
Sometimes	6406
Wild Berries	6407
Wild Rose	6408
